TIME,GEO,UNIT,ICHA11_HF,Value
2009,Estonia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2009,Estonia,Euro per inhabitant,Voluntary health care payment schemes,12.24
2009,Estonia,Euro per inhabitant,Voluntary health insurance schemes,1.69
2009,Estonia,Euro per inhabitant,NPISH financing schemes,0.11
2009,Estonia,Euro per inhabitant,Enterprise financing schemes,10.43
2009,Estonia,Euro per inhabitant,Household out-of-pocket payment,141.04
2009,Estonia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Estonia,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Estonia,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2009,Estonia,Euro per inhabitant,Compulsory schemes (non-resident),0
2009,Estonia,Euro per inhabitant,Voluntary schemes (non-resident),0
2009,Estonia,Euro per inhabitant,Financing schemes unknown,0
2009,Ireland,Euro per inhabitant,All financing schemes,:
2009,Ireland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Ireland,Euro per inhabitant,Government schemes,:
2009,Ireland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Ireland,Euro per inhabitant,Social health insurance schemes,:
2009,Ireland,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Ireland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Ireland,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Ireland,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Ireland,Euro per inhabitant,NPISH financing schemes,:
2009,Ireland,Euro per inhabitant,Enterprise financing schemes,:
2009,Ireland,Euro per inhabitant,Household out-of-pocket payment,:
2009,Ireland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Ireland,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Ireland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Ireland,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Ireland,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Ireland,Euro per inhabitant,Financing schemes unknown,:
2009,Greece,Euro per inhabitant,All financing schemes,2024.93
2009,Greece,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1387.61
2009,Greece,Euro per inhabitant,Government schemes,550.59
2009,Greece,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),837.02
2009,Greece,Euro per inhabitant,Social health insurance schemes,:
2009,Greece,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Greece,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Greece,Euro per inhabitant,Voluntary health care payment schemes,43.6
2009,Greece,Euro per inhabitant,Voluntary health insurance schemes,39.06
2009,Greece,Euro per inhabitant,NPISH financing schemes,4.21
2009,Greece,Euro per inhabitant,Enterprise financing schemes,0.33
2009,Greece,Euro per inhabitant,Household out-of-pocket payment,593.53
2009,Greece,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Greece,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Greece,Euro per inhabitant,Rest of the world financing schemes (non-resident),0.19
2009,Greece,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Greece,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Greece,Euro per inhabitant,Financing schemes unknown,0
2009,Spain,Euro per inhabitant,All financing schemes,2092.05
2009,Spain,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1577.35
2009,Spain,Euro per inhabitant,Government schemes,1481.14
2009,Spain,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),96.21
2009,Spain,Euro per inhabitant,Social health insurance schemes,96.21
2009,Spain,Euro per inhabitant,Compulsory private insurance scheme,0
2009,Spain,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2009,Spain,Euro per inhabitant,Voluntary health care payment schemes,106.9
2009,Spain,Euro per inhabitant,Voluntary health insurance schemes,99.91
2009,Spain,Euro per inhabitant,NPISH financing schemes,6.99
2009,Spain,Euro per inhabitant,Enterprise financing schemes,:
2009,Spain,Euro per inhabitant,Household out-of-pocket payment,407.8
2009,Spain,Euro per inhabitant,Out-of-pocket excluding cost-sharing,387.69
2009,Spain,Euro per inhabitant,Cost sharing with third-party payers,20.11
2009,Spain,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Spain,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Spain,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Spain,Euro per inhabitant,Financing schemes unknown,0
2009,France,Euro per inhabitant,All financing schemes,3247.23
2009,France,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2548.58
2009,France,Euro per inhabitant,Government schemes,131.13
2009,France,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),2417.45
2009,France,Euro per inhabitant,Social health insurance schemes,2417.45
2009,France,Euro per inhabitant,Compulsory private insurance scheme,0
2009,France,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2009,France,Euro per inhabitant,Voluntary health care payment schemes,451.36
2009,France,Euro per inhabitant,Voluntary health insurance schemes,428.57
2009,France,Euro per inhabitant,NPISH financing schemes,0.12
2009,France,Euro per inhabitant,Enterprise financing schemes,22.67
2009,France,Euro per inhabitant,Household out-of-pocket payment,247.29
2009,France,Euro per inhabitant,Out-of-pocket excluding cost-sharing,64.64
2009,France,Euro per inhabitant,Cost sharing with third-party payers,182.65
2009,France,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,France,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,France,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,France,Euro per inhabitant,Financing schemes unknown,:
2009,Croatia,Euro per inhabitant,All financing schemes,:
2009,Croatia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Croatia,Euro per inhabitant,Government schemes,:
2009,Croatia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Croatia,Euro per inhabitant,Social health insurance schemes,:
2009,Croatia,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Croatia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Croatia,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Croatia,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Croatia,Euro per inhabitant,NPISH financing schemes,:
2009,Croatia,Euro per inhabitant,Enterprise financing schemes,:
2009,Croatia,Euro per inhabitant,Household out-of-pocket payment,:
2009,Croatia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Croatia,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Croatia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Croatia,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Croatia,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Croatia,Euro per inhabitant,Financing schemes unknown,:
2009,Italy,Euro per inhabitant,All financing schemes,:
2009,Italy,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Italy,Euro per inhabitant,Government schemes,:
2009,Italy,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Italy,Euro per inhabitant,Social health insurance schemes,:
2009,Italy,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Italy,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Italy,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Italy,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Italy,Euro per inhabitant,NPISH financing schemes,:
2009,Italy,Euro per inhabitant,Enterprise financing schemes,:
2009,Italy,Euro per inhabitant,Household out-of-pocket payment,:
2009,Italy,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Italy,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Italy,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Italy,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Italy,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Italy,Euro per inhabitant,Financing schemes unknown,:
2009,Cyprus,Euro per inhabitant,All financing schemes,:
2009,Cyprus,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Cyprus,Euro per inhabitant,Government schemes,:
2009,Cyprus,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Cyprus,Euro per inhabitant,Social health insurance schemes,:
2009,Cyprus,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Cyprus,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Cyprus,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Cyprus,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Cyprus,Euro per inhabitant,NPISH financing schemes,:
2009,Cyprus,Euro per inhabitant,Enterprise financing schemes,:
2009,Cyprus,Euro per inhabitant,Household out-of-pocket payment,:
2009,Cyprus,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Cyprus,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Cyprus,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Cyprus,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Cyprus,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Cyprus,Euro per inhabitant,Financing schemes unknown,:
2009,Latvia,Euro per inhabitant,All financing schemes,:
2009,Latvia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Latvia,Euro per inhabitant,Government schemes,:
2009,Latvia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Latvia,Euro per inhabitant,Social health insurance schemes,:
2009,Latvia,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Latvia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Latvia,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Latvia,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Latvia,Euro per inhabitant,NPISH financing schemes,:
2009,Latvia,Euro per inhabitant,Enterprise financing schemes,:
2009,Latvia,Euro per inhabitant,Household out-of-pocket payment,:
2009,Latvia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Latvia,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Latvia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Latvia,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Latvia,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Latvia,Euro per inhabitant,Financing schemes unknown,:
2009,Lithuania,Euro per inhabitant,All financing schemes,626.4
2009,Lithuania,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,453.89
2009,Lithuania,Euro per inhabitant,Government schemes,67.49
2009,Lithuania,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),386.4
2009,Lithuania,Euro per inhabitant,Social health insurance schemes,386.4
2009,Lithuania,Euro per inhabitant,Compulsory private insurance scheme,0
2009,Lithuania,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2009,Lithuania,Euro per inhabitant,Voluntary health care payment schemes,4.49
2009,Lithuania,Euro per inhabitant,Voluntary health insurance schemes,4.11
2009,Lithuania,Euro per inhabitant,NPISH financing schemes,0.07
2009,Lithuania,Euro per inhabitant,Enterprise financing schemes,0.3
2009,Lithuania,Euro per inhabitant,Household out-of-pocket payment,167.97
2009,Lithuania,Euro per inhabitant,Out-of-pocket excluding cost-sharing,148.4
2009,Lithuania,Euro per inhabitant,Cost sharing with third-party payers,19.58
2009,Lithuania,Euro per inhabitant,Rest of the world financing schemes (non-resident),0.05
2009,Lithuania,Euro per inhabitant,Compulsory schemes (non-resident),0
2009,Lithuania,Euro per inhabitant,Voluntary schemes (non-resident),0.05
2009,Lithuania,Euro per inhabitant,Financing schemes unknown,0
2009,Luxembourg,Euro per inhabitant,All financing schemes,:
2009,Luxembourg,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Luxembourg,Euro per inhabitant,Government schemes,:
2009,Luxembourg,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Luxembourg,Euro per inhabitant,Social health insurance schemes,:
2009,Luxembourg,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Luxembourg,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Luxembourg,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Luxembourg,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Luxembourg,Euro per inhabitant,NPISH financing schemes,:
2009,Luxembourg,Euro per inhabitant,Enterprise financing schemes,:
2009,Luxembourg,Euro per inhabitant,Household out-of-pocket payment,:
2009,Luxembourg,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Luxembourg,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Luxembourg,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Luxembourg,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Luxembourg,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Luxembourg,Euro per inhabitant,Financing schemes unknown,:
2009,Hungary,Euro per inhabitant,All financing schemes,681.72
2009,Hungary,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,465.86
2009,Hungary,Euro per inhabitant,Government schemes,64.66
2009,Hungary,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),401.2
2009,Hungary,Euro per inhabitant,Social health insurance schemes,:
2009,Hungary,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Hungary,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Hungary,Euro per inhabitant,Voluntary health care payment schemes,37.02
2009,Hungary,Euro per inhabitant,Voluntary health insurance schemes,18.98
2009,Hungary,Euro per inhabitant,NPISH financing schemes,12.79
2009,Hungary,Euro per inhabitant,Enterprise financing schemes,5.25
2009,Hungary,Euro per inhabitant,Household out-of-pocket payment,178.85
2009,Hungary,Euro per inhabitant,Out-of-pocket excluding cost-sharing,178.85
2009,Hungary,Euro per inhabitant,Cost sharing with third-party payers,0
2009,Hungary,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2009,Hungary,Euro per inhabitant,Compulsory schemes (non-resident),0
2009,Hungary,Euro per inhabitant,Voluntary schemes (non-resident),0
2009,Hungary,Euro per inhabitant,Financing schemes unknown,0
2009,Netherlands,Euro per inhabitant,All financing schemes,3824.05
2009,Netherlands,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3152.34
2009,Netherlands,Euro per inhabitant,Government schemes,186.92
2009,Netherlands,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),2965.43
2009,Netherlands,Euro per inhabitant,Social health insurance schemes,965.84
2009,Netherlands,Euro per inhabitant,Compulsory private insurance scheme,1999.59
2009,Netherlands,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2009,Netherlands,Euro per inhabitant,Voluntary health care payment schemes,300.61
2009,Netherlands,Euro per inhabitant,Voluntary health insurance schemes,238.03
2009,Netherlands,Euro per inhabitant,NPISH financing schemes,9.74
2009,Netherlands,Euro per inhabitant,Enterprise financing schemes,52.84
2009,Netherlands,Euro per inhabitant,Household out-of-pocket payment,371.09
2009,Netherlands,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Netherlands,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Netherlands,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Netherlands,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Netherlands,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Netherlands,Euro per inhabitant,Financing schemes unknown,:
2009,Austria,Euro per inhabitant,All financing schemes,3530.35
2009,Austria,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2651.28
2009,Austria,Euro per inhabitant,Government schemes,1083.24
2009,Austria,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),1568.05
2009,Austria,Euro per inhabitant,Social health insurance schemes,1568.05
2009,Austria,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Austria,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Austria,Euro per inhabitant,Voluntary health care payment schemes,241.8
2009,Austria,Euro per inhabitant,Voluntary health insurance schemes,174.51
2009,Austria,Euro per inhabitant,NPISH financing schemes,61.56
2009,Austria,Euro per inhabitant,Enterprise financing schemes,5.73
2009,Austria,Euro per inhabitant,Household out-of-pocket payment,637.27
2009,Austria,Euro per inhabitant,Out-of-pocket excluding cost-sharing,555.59
2009,Austria,Euro per inhabitant,Cost sharing with third-party payers,81.68
2009,Austria,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Austria,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Austria,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Austria,Euro per inhabitant,Financing schemes unknown,:
2009,Poland,Euro per inhabitant,All financing schemes,:
2009,Poland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Poland,Euro per inhabitant,Government schemes,:
2009,Poland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Poland,Euro per inhabitant,Social health insurance schemes,:
2009,Poland,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Poland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Poland,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Poland,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Poland,Euro per inhabitant,NPISH financing schemes,:
2009,Poland,Euro per inhabitant,Enterprise financing schemes,:
2009,Poland,Euro per inhabitant,Household out-of-pocket payment,:
2009,Poland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Poland,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Poland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Poland,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Poland,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Poland,Euro per inhabitant,Financing schemes unknown,:
2009,Portugal,Euro per inhabitant,All financing schemes,1640.05
2009,Portugal,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1146.73
2009,Portugal,Euro per inhabitant,Government schemes,1129.52
2009,Portugal,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),17.21
2009,Portugal,Euro per inhabitant,Social health insurance schemes,17.21
2009,Portugal,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Portugal,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Portugal,Euro per inhabitant,Voluntary health care payment schemes,89.71
2009,Portugal,Euro per inhabitant,Voluntary health insurance schemes,75.22
2009,Portugal,Euro per inhabitant,NPISH financing schemes,0.81
2009,Portugal,Euro per inhabitant,Enterprise financing schemes,13.68
2009,Portugal,Euro per inhabitant,Household out-of-pocket payment,403.61
2009,Portugal,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Portugal,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Portugal,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Portugal,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Portugal,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Portugal,Euro per inhabitant,Financing schemes unknown,:
2009,Romania,Euro per inhabitant,All financing schemes,:
2009,Romania,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Romania,Euro per inhabitant,Government schemes,:
2009,Romania,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Romania,Euro per inhabitant,Social health insurance schemes,:
2009,Romania,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Romania,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Romania,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Romania,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Romania,Euro per inhabitant,NPISH financing schemes,:
2009,Romania,Euro per inhabitant,Enterprise financing schemes,:
2009,Romania,Euro per inhabitant,Household out-of-pocket payment,:
2009,Romania,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Romania,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Romania,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Romania,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Romania,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Romania,Euro per inhabitant,Financing schemes unknown,:
2009,Slovenia,Euro per inhabitant,All financing schemes,:
2009,Slovenia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Slovenia,Euro per inhabitant,Government schemes,:
2009,Slovenia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Slovenia,Euro per inhabitant,Social health insurance schemes,:
2009,Slovenia,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Slovenia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Slovenia,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Slovenia,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Slovenia,Euro per inhabitant,NPISH financing schemes,:
2009,Slovenia,Euro per inhabitant,Enterprise financing schemes,:
2009,Slovenia,Euro per inhabitant,Household out-of-pocket payment,:
2009,Slovenia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Slovenia,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Slovenia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Slovenia,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Slovenia,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Slovenia,Euro per inhabitant,Financing schemes unknown,:
2009,Slovakia,Euro per inhabitant,All financing schemes,:
2009,Slovakia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Slovakia,Euro per inhabitant,Government schemes,:
2009,Slovakia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Slovakia,Euro per inhabitant,Social health insurance schemes,:
2009,Slovakia,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Slovakia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Slovakia,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Slovakia,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Slovakia,Euro per inhabitant,NPISH financing schemes,:
2009,Slovakia,Euro per inhabitant,Enterprise financing schemes,:
2009,Slovakia,Euro per inhabitant,Household out-of-pocket payment,:
2009,Slovakia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Slovakia,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Slovakia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Slovakia,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Slovakia,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Slovakia,Euro per inhabitant,Financing schemes unknown,:
2009,Finland,Euro per inhabitant,All financing schemes,3008.19
2009,Finland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2249.46
2009,Finland,Euro per inhabitant,Government schemes,1807.89
2009,Finland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),441.58
2009,Finland,Euro per inhabitant,Social health insurance schemes,441.58
2009,Finland,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Finland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Finland,Euro per inhabitant,Voluntary health care payment schemes,174.96
2009,Finland,Euro per inhabitant,Voluntary health insurance schemes,84.48
2009,Finland,Euro per inhabitant,NPISH financing schemes,25.79
2009,Finland,Euro per inhabitant,Enterprise financing schemes,64.69
2009,Finland,Euro per inhabitant,Household out-of-pocket payment,583.77
2009,Finland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Finland,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Finland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,Finland,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,Finland,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,Finland,Euro per inhabitant,Financing schemes unknown,:
2009,Sweden,Euro per inhabitant,All financing schemes,2978.88
2009,Sweden,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2441.52
2009,Sweden,Euro per inhabitant,Government schemes,2441.52
2009,Sweden,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),0
2009,Sweden,Euro per inhabitant,Social health insurance schemes,:
2009,Sweden,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Sweden,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Sweden,Euro per inhabitant,Voluntary health care payment schemes,33.74
2009,Sweden,Euro per inhabitant,Voluntary health insurance schemes,14.74
2009,Sweden,Euro per inhabitant,NPISH financing schemes,3.44
2009,Sweden,Euro per inhabitant,Enterprise financing schemes,15.57
2009,Sweden,Euro per inhabitant,Household out-of-pocket payment,503.62
2009,Sweden,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,Sweden,Euro per inhabitant,Cost sharing with third-party payers,:
2009,Sweden,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2009,Sweden,Euro per inhabitant,Compulsory schemes (non-resident),0
2009,Sweden,Euro per inhabitant,Voluntary schemes (non-resident),0
2009,Sweden,Euro per inhabitant,Financing schemes unknown,0
2009,United Kingdom,Euro per inhabitant,All financing schemes,:
2009,United Kingdom,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,United Kingdom,Euro per inhabitant,Government schemes,:
2009,United Kingdom,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,United Kingdom,Euro per inhabitant,Social health insurance schemes,:
2009,United Kingdom,Euro per inhabitant,Compulsory private insurance scheme,:
2009,United Kingdom,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,United Kingdom,Euro per inhabitant,Voluntary health care payment schemes,:
2009,United Kingdom,Euro per inhabitant,Voluntary health insurance schemes,:
2009,United Kingdom,Euro per inhabitant,NPISH financing schemes,:
2009,United Kingdom,Euro per inhabitant,Enterprise financing schemes,:
2009,United Kingdom,Euro per inhabitant,Household out-of-pocket payment,:
2009,United Kingdom,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2009,United Kingdom,Euro per inhabitant,Cost sharing with third-party payers,:
2009,United Kingdom,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2009,United Kingdom,Euro per inhabitant,Compulsory schemes (non-resident),:
2009,United Kingdom,Euro per inhabitant,Voluntary schemes (non-resident),:
2009,United Kingdom,Euro per inhabitant,Financing schemes unknown,:
2009,Iceland,Euro per inhabitant,All financing schemes,:
2009,Iceland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2009,Iceland,Euro per inhabitant,Government schemes,:
2009,Iceland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2009,Iceland,Euro per inhabitant,Social health insurance schemes,:
2009,Iceland,Euro per inhabitant,Compulsory private insurance scheme,:
2009,Iceland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2009,Iceland,Euro per inhabitant,Voluntary health care payment schemes,:
2009,Iceland,Euro per inhabitant,Voluntary health insurance schemes,:
2009,Iceland,Euro per inhabitant,NPISH financing schemes,:
2009,Iceland,Euro per inhabitant,Enterprise financing schemes,:
2009,Iceland,Euro per inhabitant,Household out-of-pocket payment,:
2009,Iceland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
