TIME,GEO,UNIT,ICHA11_HC,Value
2007,Luxembourg,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2007,Luxembourg,Euro per inhabitant,Home-based curative and rehabilitative care,:
2007,Luxembourg,Euro per inhabitant,Home-based curative care,:
2007,Luxembourg,Euro per inhabitant,Rehabilitative care,:
2007,Luxembourg,Euro per inhabitant,Inpatient rehabilitative care,:
2007,Luxembourg,Euro per inhabitant,Day rehabilitative care,:
2007,Luxembourg,Euro per inhabitant,Outpatient rehabilitative care,:
2007,Luxembourg,Euro per inhabitant,Home-based rehabilitative care,:
2007,Luxembourg,Euro per inhabitant,Long-term care (health),:
2007,Luxembourg,Euro per inhabitant,Inpatient long-term care (health),:
2007,Luxembourg,Euro per inhabitant,Day long-term care (health),:
2007,Luxembourg,Euro per inhabitant,Outpatient long-term care (health),:
2007,Luxembourg,Euro per inhabitant,Home-based long-term care (health),:
2007,Luxembourg,Euro per inhabitant,Ancillary services (non-specified by function),:
2007,Luxembourg,Euro per inhabitant,Laboratory services,:
2007,Luxembourg,Euro per inhabitant,Imaging services,:
2007,Luxembourg,Euro per inhabitant,Patient transportation,:
2007,Luxembourg,Euro per inhabitant,Medical goods (non-specified by function),:
2007,Luxembourg,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,:
2007,Luxembourg,Euro per inhabitant,Prescribed medicines,:
2007,Luxembourg,Euro per inhabitant,Over-the-counter medicines,:
2007,Luxembourg,Euro per inhabitant,Other medical non-durable goods,:
2007,Luxembourg,Euro per inhabitant,Therapeutic appliances and other medical durable goods,:
2007,Luxembourg,Euro per inhabitant,Preventive care,:
2007,Luxembourg,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Luxembourg,Euro per inhabitant,Immunisation programmes,:
2007,Luxembourg,Euro per inhabitant,Early disease detection programmes,:
2007,Luxembourg,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Luxembourg,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Luxembourg,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Luxembourg,Euro per inhabitant,Governance and health system and financing administration,:
2007,Luxembourg,Euro per inhabitant,Governance and health system administration,:
2007,Luxembourg,Euro per inhabitant,Administration of health financing,:
2007,Luxembourg,Euro per inhabitant,Other health care services unknown,:
2007,Luxembourg,Euro per inhabitant,Long-term care (social),:
2007,Hungary,Euro per inhabitant,Current health care expenditure (CHE),733.69
2007,Hungary,Euro per inhabitant,Curative care and rehabilitative care,363.82
2007,Hungary,Euro per inhabitant,Curative care,340.3
2007,Hungary,Euro per inhabitant,Inpatient curative and rehabilitative care,192.6
2007,Hungary,Euro per inhabitant,Inpatient curative care,176.21
2007,Hungary,Euro per inhabitant,Day curative and rehabilitative care,8.4
2007,Hungary,Euro per inhabitant,Day curative care,8.4
2007,Hungary,Euro per inhabitant,Outpatient curative and rehabilitative care,161.22
2007,Hungary,Euro per inhabitant,Outpatient curative care,155.41
2007,Hungary,Euro per inhabitant,General outpatient curative care,47.03
2007,Hungary,Euro per inhabitant,Dental outpatient curative care,31.58
2007,Hungary,Euro per inhabitant,Specialised outpatient curative care,73.32
2007,Hungary,Euro per inhabitant,All other outpatient curative care n.e.c.,3.47
2007,Hungary,Euro per inhabitant,Home-based curative and rehabilitative care,1.6
2007,Hungary,Euro per inhabitant,Home-based curative care,0.28
2007,Hungary,Euro per inhabitant,Rehabilitative care,23.52
2007,Hungary,Euro per inhabitant,Inpatient rehabilitative care,16.39
2007,Hungary,Euro per inhabitant,Day rehabilitative care,0
2007,Hungary,Euro per inhabitant,Outpatient rehabilitative care,5.81
2007,Hungary,Euro per inhabitant,Home-based rehabilitative care,1.32
2007,Hungary,Euro per inhabitant,Long-term care (health),29.63
2007,Hungary,Euro per inhabitant,Inpatient long-term care (health),28.26
2007,Hungary,Euro per inhabitant,Day long-term care (health),0.19
2007,Hungary,Euro per inhabitant,Outpatient long-term care (health),0
2007,Hungary,Euro per inhabitant,Home-based long-term care (health),1.18
2007,Hungary,Euro per inhabitant,Ancillary services (non-specified by function),32.41
2007,Hungary,Euro per inhabitant,Laboratory services,13.23
2007,Hungary,Euro per inhabitant,Imaging services,5.58
2007,Hungary,Euro per inhabitant,Patient transportation,13.61
2007,Hungary,Euro per inhabitant,Medical goods (non-specified by function),260.77
2007,Hungary,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,231.98
2007,Hungary,Euro per inhabitant,Prescribed medicines,:
2007,Hungary,Euro per inhabitant,Over-the-counter medicines,:
2007,Hungary,Euro per inhabitant,Other medical non-durable goods,:
2007,Hungary,Euro per inhabitant,Therapeutic appliances and other medical durable goods,28.8
2007,Hungary,Euro per inhabitant,Preventive care,30.95
2007,Hungary,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Hungary,Euro per inhabitant,Immunisation programmes,:
2007,Hungary,Euro per inhabitant,Early disease detection programmes,:
2007,Hungary,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Hungary,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Hungary,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Hungary,Euro per inhabitant,Governance and health system and financing administration,9.69
2007,Hungary,Euro per inhabitant,Governance and health system administration,8.12
2007,Hungary,Euro per inhabitant,Administration of health financing,1.57
2007,Hungary,Euro per inhabitant,Other health care services unknown,6.42
2007,Hungary,Euro per inhabitant,Long-term care (social),29.99
2007,Netherlands,Euro per inhabitant,Current health care expenditure (CHE),3458.06
2007,Netherlands,Euro per inhabitant,Curative care and rehabilitative care,1639.83
2007,Netherlands,Euro per inhabitant,Curative care,1493.75
2007,Netherlands,Euro per inhabitant,Inpatient curative and rehabilitative care,700.51
2007,Netherlands,Euro per inhabitant,Inpatient curative care,642.83
2007,Netherlands,Euro per inhabitant,Day curative and rehabilitative care,91.31
2007,Netherlands,Euro per inhabitant,Day curative care,89.82
2007,Netherlands,Euro per inhabitant,Outpatient curative and rehabilitative care,824.05
2007,Netherlands,Euro per inhabitant,Outpatient curative care,737.14
2007,Netherlands,Euro per inhabitant,General outpatient curative care,:
2007,Netherlands,Euro per inhabitant,Dental outpatient curative care,128.99
2007,Netherlands,Euro per inhabitant,Specialised outpatient curative care,:
2007,Netherlands,Euro per inhabitant,All other outpatient curative care n.e.c.,608.15
2007,Netherlands,Euro per inhabitant,Home-based curative and rehabilitative care,23.96
2007,Netherlands,Euro per inhabitant,Home-based curative care,23.96
2007,Netherlands,Euro per inhabitant,Rehabilitative care,146.09
2007,Netherlands,Euro per inhabitant,Inpatient rehabilitative care,57.68
2007,Netherlands,Euro per inhabitant,Day rehabilitative care,1.5
2007,Netherlands,Euro per inhabitant,Outpatient rehabilitative care,86.91
2007,Netherlands,Euro per inhabitant,Home-based rehabilitative care,:
2007,Netherlands,Euro per inhabitant,Long-term care (health),868.45
2007,Netherlands,Euro per inhabitant,Inpatient long-term care (health),736.41
2007,Netherlands,Euro per inhabitant,Day long-term care (health),1.15
2007,Netherlands,Euro per inhabitant,Outpatient long-term care (health),17.26
2007,Netherlands,Euro per inhabitant,Home-based long-term care (health),113.62
2007,Netherlands,Euro per inhabitant,Ancillary services (non-specified by function),60.35
2007,Netherlands,Euro per inhabitant,Laboratory services,27.24
2007,Netherlands,Euro per inhabitant,Imaging services,4.35
2007,Netherlands,Euro per inhabitant,Patient transportation,28.77
2007,Netherlands,Euro per inhabitant,Medical goods (non-specified by function),545.08
2007,Netherlands,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,380.52
2007,Netherlands,Euro per inhabitant,Prescribed medicines,:
2007,Netherlands,Euro per inhabitant,Over-the-counter medicines,:
2007,Netherlands,Euro per inhabitant,Other medical non-durable goods,:
2007,Netherlands,Euro per inhabitant,Therapeutic appliances and other medical durable goods,164.56
2007,Netherlands,Euro per inhabitant,Preventive care,148.36
2007,Netherlands,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Netherlands,Euro per inhabitant,Immunisation programmes,:
2007,Netherlands,Euro per inhabitant,Early disease detection programmes,:
2007,Netherlands,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Netherlands,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Netherlands,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Netherlands,Euro per inhabitant,Governance and health system and financing administration,170.15
2007,Netherlands,Euro per inhabitant,Governance and health system administration,52.91
2007,Netherlands,Euro per inhabitant,Administration of health financing,117.25
2007,Netherlands,Euro per inhabitant,Other health care services unknown,25.83
2007,Netherlands,Euro per inhabitant,Long-term care (social),374.43
2007,Austria,Euro per inhabitant,Current health care expenditure (CHE),3263.11
2007,Austria,Euro per inhabitant,Curative care and rehabilitative care,1938.5
2007,Austria,Euro per inhabitant,Curative care,1758.98
2007,Austria,Euro per inhabitant,Inpatient curative and rehabilitative care,1103.48
2007,Austria,Euro per inhabitant,Inpatient curative care,978.69
2007,Austria,Euro per inhabitant,Day curative and rehabilitative care,12.78
2007,Austria,Euro per inhabitant,Day curative care,12.78
2007,Austria,Euro per inhabitant,Outpatient curative and rehabilitative care,820.38
2007,Austria,Euro per inhabitant,Outpatient curative care,765.64
2007,Austria,Euro per inhabitant,General outpatient curative care,155.02
2007,Austria,Euro per inhabitant,Dental outpatient curative care,206.49
2007,Austria,Euro per inhabitant,Specialised outpatient curative care,371
2007,Austria,Euro per inhabitant,All other outpatient curative care n.e.c.,33.13
2007,Austria,Euro per inhabitant,Home-based curative and rehabilitative care,1.87
2007,Austria,Euro per inhabitant,Home-based curative care,1.87
2007,Austria,Euro per inhabitant,Rehabilitative care,179.53
2007,Austria,Euro per inhabitant,Inpatient rehabilitative care,124.79
2007,Austria,Euro per inhabitant,Day rehabilitative care,:
2007,Austria,Euro per inhabitant,Outpatient rehabilitative care,54.74
2007,Austria,Euro per inhabitant,Home-based rehabilitative care,:
2007,Austria,Euro per inhabitant,Long-term care (health),424.82
2007,Austria,Euro per inhabitant,Inpatient long-term care (health),208.51
2007,Austria,Euro per inhabitant,Day long-term care (health),1.38
2007,Austria,Euro per inhabitant,Outpatient long-term care (health),:
2007,Austria,Euro per inhabitant,Home-based long-term care (health),214.92
2007,Austria,Euro per inhabitant,Ancillary services (non-specified by function),108.27
2007,Austria,Euro per inhabitant,Laboratory services,18.7
2007,Austria,Euro per inhabitant,Imaging services,28.38
2007,Austria,Euro per inhabitant,Patient transportation,61.19
2007,Austria,Euro per inhabitant,Medical goods (non-specified by function),593.33
2007,Austria,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,440.08
2007,Austria,Euro per inhabitant,Prescribed medicines,348.24
2007,Austria,Euro per inhabitant,Over-the-counter medicines,81.84
2007,Austria,Euro per inhabitant,Other medical non-durable goods,10
2007,Austria,Euro per inhabitant,Therapeutic appliances and other medical durable goods,153.25
2007,Austria,Euro per inhabitant,Preventive care,72.1
2007,Austria,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Austria,Euro per inhabitant,Immunisation programmes,:
2007,Austria,Euro per inhabitant,Early disease detection programmes,:
2007,Austria,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Austria,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Austria,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Austria,Euro per inhabitant,Governance and health system and financing administration,126.09
2007,Austria,Euro per inhabitant,Governance and health system administration,6.55
2007,Austria,Euro per inhabitant,Administration of health financing,119.54
2007,Austria,Euro per inhabitant,Other health care services unknown,:
2007,Austria,Euro per inhabitant,Long-term care (social),:
2007,Poland,Euro per inhabitant,Current health care expenditure (CHE),:
2007,Poland,Euro per inhabitant,Curative care and rehabilitative care,:
2007,Poland,Euro per inhabitant,Curative care,:
2007,Poland,Euro per inhabitant,Inpatient curative and rehabilitative care,:
2007,Poland,Euro per inhabitant,Inpatient curative care,:
2007,Poland,Euro per inhabitant,Day curative and rehabilitative care,:
2007,Poland,Euro per inhabitant,Day curative care,:
2007,Poland,Euro per inhabitant,Outpatient curative and rehabilitative care,:
2007,Poland,Euro per inhabitant,Outpatient curative care,:
2007,Poland,Euro per inhabitant,General outpatient curative care,:
2007,Poland,Euro per inhabitant,Dental outpatient curative care,:
2007,Poland,Euro per inhabitant,Specialised outpatient curative care,:
2007,Poland,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2007,Poland,Euro per inhabitant,Home-based curative and rehabilitative care,:
2007,Poland,Euro per inhabitant,Home-based curative care,:
2007,Poland,Euro per inhabitant,Rehabilitative care,:
2007,Poland,Euro per inhabitant,Inpatient rehabilitative care,:
2007,Poland,Euro per inhabitant,Day rehabilitative care,:
2007,Poland,Euro per inhabitant,Outpatient rehabilitative care,:
2007,Poland,Euro per inhabitant,Home-based rehabilitative care,:
2007,Poland,Euro per inhabitant,Long-term care (health),:
2007,Poland,Euro per inhabitant,Inpatient long-term care (health),:
2007,Poland,Euro per inhabitant,Day long-term care (health),:
2007,Poland,Euro per inhabitant,Outpatient long-term care (health),:
2007,Poland,Euro per inhabitant,Home-based long-term care (health),:
2007,Poland,Euro per inhabitant,Ancillary services (non-specified by function),:
2007,Poland,Euro per inhabitant,Laboratory services,:
2007,Poland,Euro per inhabitant,Imaging services,:
2007,Poland,Euro per inhabitant,Patient transportation,:
2007,Poland,Euro per inhabitant,Medical goods (non-specified by function),:
2007,Poland,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,:
2007,Poland,Euro per inhabitant,Prescribed medicines,:
2007,Poland,Euro per inhabitant,Over-the-counter medicines,:
2007,Poland,Euro per inhabitant,Other medical non-durable goods,:
2007,Poland,Euro per inhabitant,Therapeutic appliances and other medical durable goods,:
2007,Poland,Euro per inhabitant,Preventive care,:
2007,Poland,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Poland,Euro per inhabitant,Immunisation programmes,:
2007,Poland,Euro per inhabitant,Early disease detection programmes,:
2007,Poland,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Poland,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Poland,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Poland,Euro per inhabitant,Governance and health system and financing administration,:
2007,Poland,Euro per inhabitant,Governance and health system administration,:
2007,Poland,Euro per inhabitant,Administration of health financing,:
2007,Poland,Euro per inhabitant,Other health care services unknown,:
2007,Poland,Euro per inhabitant,Long-term care (social),:
2007,Portugal,Euro per inhabitant,Current health care expenditure (CHE),1508.83
2007,Portugal,Euro per inhabitant,Curative care and rehabilitative care,913.89
2007,Portugal,Euro per inhabitant,Curative care,862.19
2007,Portugal,Euro per inhabitant,Inpatient curative and rehabilitative care,304.89
2007,Portugal,Euro per inhabitant,Inpatient curative care,287.01
2007,Portugal,Euro per inhabitant,Day curative and rehabilitative care,76.72
2007,Portugal,Euro per inhabitant,Day curative care,62.8
2007,Portugal,Euro per inhabitant,Outpatient curative and rehabilitative care,526.59
2007,Portugal,Euro per inhabitant,Outpatient curative care,506.69
2007,Portugal,Euro per inhabitant,General outpatient curative care,:
2007,Portugal,Euro per inhabitant,Dental outpatient curative care,:
2007,Portugal,Euro per inhabitant,Specialised outpatient curative care,:
2007,Portugal,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2007,Portugal,Euro per inhabitant,Home-based curative and rehabilitative care,5.7
2007,Portugal,Euro per inhabitant,Home-based curative care,5.69
2007,Portugal,Euro per inhabitant,Rehabilitative care,51.7
2007,Portugal,Euro per inhabitant,Inpatient rehabilitative care,17.87
2007,Portugal,Euro per inhabitant,Day rehabilitative care,13.92
2007,Portugal,Euro per inhabitant,Outpatient rehabilitative care,19.9
2007,Portugal,Euro per inhabitant,Home-based rehabilitative care,0.01
2007,Portugal,Euro per inhabitant,Long-term care (health),19.56
2007,Portugal,Euro per inhabitant,Inpatient long-term care (health),13.65
2007,Portugal,Euro per inhabitant,Day long-term care (health),:
2007,Portugal,Euro per inhabitant,Outpatient long-term care (health),:
2007,Portugal,Euro per inhabitant,Home-based long-term care (health),5.92
2007,Portugal,Euro per inhabitant,Ancillary services (non-specified by function),123.74
2007,Portugal,Euro per inhabitant,Laboratory services,:
2007,Portugal,Euro per inhabitant,Imaging services,:
2007,Portugal,Euro per inhabitant,Patient transportation,:
2007,Portugal,Euro per inhabitant,Medical goods (non-specified by function),390.71
2007,Portugal,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,334
2007,Portugal,Euro per inhabitant,Prescribed medicines,:
2007,Portugal,Euro per inhabitant,Over-the-counter medicines,:
2007,Portugal,Euro per inhabitant,Other medical non-durable goods,:
2007,Portugal,Euro per inhabitant,Therapeutic appliances and other medical durable goods,56.71
2007,Portugal,Euro per inhabitant,Preventive care,32.3
2007,Portugal,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Portugal,Euro per inhabitant,Immunisation programmes,:
2007,Portugal,Euro per inhabitant,Early disease detection programmes,:
2007,Portugal,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Portugal,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Portugal,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Portugal,Euro per inhabitant,Governance and health system and financing administration,27.14
2007,Portugal,Euro per inhabitant,Governance and health system administration,7.58
2007,Portugal,Euro per inhabitant,Administration of health financing,19.55
2007,Portugal,Euro per inhabitant,Other health care services unknown,1.49
2007,Portugal,Euro per inhabitant,Long-term care (social),94.5
2007,Romania,Euro per inhabitant,Current health care expenditure (CHE),:
2007,Romania,Euro per inhabitant,Curative care and rehabilitative care,:
2007,Romania,Euro per inhabitant,Curative care,:
2007,Romania,Euro per inhabitant,Inpatient curative and rehabilitative care,:
2007,Romania,Euro per inhabitant,Inpatient curative care,:
2007,Romania,Euro per inhabitant,Day curative and rehabilitative care,:
2007,Romania,Euro per inhabitant,Day curative care,:
2007,Romania,Euro per inhabitant,Outpatient curative and rehabilitative care,:
2007,Romania,Euro per inhabitant,Outpatient curative care,:
2007,Romania,Euro per inhabitant,General outpatient curative care,:
2007,Romania,Euro per inhabitant,Dental outpatient curative care,:
2007,Romania,Euro per inhabitant,Specialised outpatient curative care,:
2007,Romania,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2007,Romania,Euro per inhabitant,Home-based curative and rehabilitative care,:
2007,Romania,Euro per inhabitant,Home-based curative care,:
2007,Romania,Euro per inhabitant,Rehabilitative care,:
2007,Romania,Euro per inhabitant,Inpatient rehabilitative care,:
2007,Romania,Euro per inhabitant,Day rehabilitative care,:
2007,Romania,Euro per inhabitant,Outpatient rehabilitative care,:
2007,Romania,Euro per inhabitant,Home-based rehabilitative care,:
2007,Romania,Euro per inhabitant,Long-term care (health),:
2007,Romania,Euro per inhabitant,Inpatient long-term care (health),:
2007,Romania,Euro per inhabitant,Day long-term care (health),:
2007,Romania,Euro per inhabitant,Outpatient long-term care (health),:
2007,Romania,Euro per inhabitant,Home-based long-term care (health),:
2007,Romania,Euro per inhabitant,Ancillary services (non-specified by function),:
2007,Romania,Euro per inhabitant,Laboratory services,:
2007,Romania,Euro per inhabitant,Imaging services,:
2007,Romania,Euro per inhabitant,Patient transportation,:
2007,Romania,Euro per inhabitant,Medical goods (non-specified by function),:
2007,Romania,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,:
2007,Romania,Euro per inhabitant,Prescribed medicines,:
2007,Romania,Euro per inhabitant,Over-the-counter medicines,:
2007,Romania,Euro per inhabitant,Other medical non-durable goods,:
2007,Romania,Euro per inhabitant,Therapeutic appliances and other medical durable goods,:
2007,Romania,Euro per inhabitant,Preventive care,:
2007,Romania,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Romania,Euro per inhabitant,Immunisation programmes,:
2007,Romania,Euro per inhabitant,Early disease detection programmes,:
2007,Romania,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Romania,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Romania,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Romania,Euro per inhabitant,Governance and health system and financing administration,:
2007,Romania,Euro per inhabitant,Governance and health system administration,:
2007,Romania,Euro per inhabitant,Administration of health financing,:
2007,Romania,Euro per inhabitant,Other health care services unknown,:
2007,Romania,Euro per inhabitant,Long-term care (social),:
2007,Slovenia,Euro per inhabitant,Current health care expenditure (CHE),:
2007,Slovenia,Euro per inhabitant,Curative care and rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Curative care,:
2007,Slovenia,Euro per inhabitant,Inpatient curative and rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Inpatient curative care,:
2007,Slovenia,Euro per inhabitant,Day curative and rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Day curative care,:
2007,Slovenia,Euro per inhabitant,Outpatient curative and rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Outpatient curative care,:
2007,Slovenia,Euro per inhabitant,General outpatient curative care,:
2007,Slovenia,Euro per inhabitant,Dental outpatient curative care,:
2007,Slovenia,Euro per inhabitant,Specialised outpatient curative care,:
2007,Slovenia,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2007,Slovenia,Euro per inhabitant,Home-based curative and rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Home-based curative care,:
2007,Slovenia,Euro per inhabitant,Rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Inpatient rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Day rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Outpatient rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Home-based rehabilitative care,:
2007,Slovenia,Euro per inhabitant,Long-term care (health),:
2007,Slovenia,Euro per inhabitant,Inpatient long-term care (health),:
2007,Slovenia,Euro per inhabitant,Day long-term care (health),:
2007,Slovenia,Euro per inhabitant,Outpatient long-term care (health),:
2007,Slovenia,Euro per inhabitant,Home-based long-term care (health),:
2007,Slovenia,Euro per inhabitant,Ancillary services (non-specified by function),:
2007,Slovenia,Euro per inhabitant,Laboratory services,:
2007,Slovenia,Euro per inhabitant,Imaging services,:
2007,Slovenia,Euro per inhabitant,Patient transportation,:
2007,Slovenia,Euro per inhabitant,Medical goods (non-specified by function),:
2007,Slovenia,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,:
2007,Slovenia,Euro per inhabitant,Prescribed medicines,:
2007,Slovenia,Euro per inhabitant,Over-the-counter medicines,:
2007,Slovenia,Euro per inhabitant,Other medical non-durable goods,:
2007,Slovenia,Euro per inhabitant,Therapeutic appliances and other medical durable goods,:
2007,Slovenia,Euro per inhabitant,Preventive care,:
2007,Slovenia,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Slovenia,Euro per inhabitant,Immunisation programmes,:
2007,Slovenia,Euro per inhabitant,Early disease detection programmes,:
2007,Slovenia,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Slovenia,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Slovenia,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Slovenia,Euro per inhabitant,Governance and health system and financing administration,:
2007,Slovenia,Euro per inhabitant,Governance and health system administration,:
2007,Slovenia,Euro per inhabitant,Administration of health financing,:
2007,Slovenia,Euro per inhabitant,Other health care services unknown,:
2007,Slovenia,Euro per inhabitant,Long-term care (social),:
2007,Slovakia,Euro per inhabitant,Current health care expenditure (CHE),:
2007,Slovakia,Euro per inhabitant,Curative care and rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Curative care,:
2007,Slovakia,Euro per inhabitant,Inpatient curative and rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Inpatient curative care,:
2007,Slovakia,Euro per inhabitant,Day curative and rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Day curative care,:
2007,Slovakia,Euro per inhabitant,Outpatient curative and rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Outpatient curative care,:
2007,Slovakia,Euro per inhabitant,General outpatient curative care,:
2007,Slovakia,Euro per inhabitant,Dental outpatient curative care,:
2007,Slovakia,Euro per inhabitant,Specialised outpatient curative care,:
2007,Slovakia,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2007,Slovakia,Euro per inhabitant,Home-based curative and rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Home-based curative care,:
2007,Slovakia,Euro per inhabitant,Rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Inpatient rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Day rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Outpatient rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Home-based rehabilitative care,:
2007,Slovakia,Euro per inhabitant,Long-term care (health),:
2007,Slovakia,Euro per inhabitant,Inpatient long-term care (health),:
2007,Slovakia,Euro per inhabitant,Day long-term care (health),:
2007,Slovakia,Euro per inhabitant,Outpatient long-term care (health),:
2007,Slovakia,Euro per inhabitant,Home-based long-term care (health),:
2007,Slovakia,Euro per inhabitant,Ancillary services (non-specified by function),:
2007,Slovakia,Euro per inhabitant,Laboratory services,:
2007,Slovakia,Euro per inhabitant,Imaging services,:
2007,Slovakia,Euro per inhabitant,Patient transportation,:
2007,Slovakia,Euro per inhabitant,Medical goods (non-specified by function),:
2007,Slovakia,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,:
2007,Slovakia,Euro per inhabitant,Prescribed medicines,:
2007,Slovakia,Euro per inhabitant,Over-the-counter medicines,:
2007,Slovakia,Euro per inhabitant,Other medical non-durable goods,:
2007,Slovakia,Euro per inhabitant,Therapeutic appliances and other medical durable goods,:
2007,Slovakia,Euro per inhabitant,Preventive care,:
2007,Slovakia,Euro per inhabitant,"Information, education and counseling programmes",:
2007,Slovakia,Euro per inhabitant,Immunisation programmes,:
2007,Slovakia,Euro per inhabitant,Early disease detection programmes,:
2007,Slovakia,Euro per inhabitant,Healthy condition monitoring programmes,:
2007,Slovakia,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2007,Slovakia,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2007,Slovakia,Euro per inhabitant,Governance and health system and financing administration,:
2007,Slovakia,Euro per inhabitant,Governance and health system administration,:
2007,Slovakia,Euro per inhabitant,Administration of health financing,:
2007,Slovakia,Euro per inhabitant,Other health care services unknown,:
2007,Slovakia,Euro per inhabitant,Long-term care (social),:
2007,Finland,Euro per inhabitant,Current health care expenditure (CHE),2761.01
2007,Finland,Euro per inhabitant,Curative care and rehabilitative care,1552.88
2007,Finland,Euro per inhabitant,Curative care,1478.32
2007,Finland,Euro per inhabitant,Inpatient curative and rehabilitative care,673.93
2007,Finland,Euro per inhabitant,Inpatient curative care,631.74
2007,Finland,Euro per inhabitant,Day curative and rehabilitative care,41.83
2007,Finland,Euro per inhabitant,Day curative care,41.83
2007,Finland,Euro per inhabitant,Outpatient curative and rehabilitative care,819.2
2007,Finland,Euro per inhabitant,Outpatient curative care,786.83
2007,Finland,Euro per inhabitant,General outpatient curative care,229.09
2007,Finland,Euro per inhabitant,Dental outpatient curative care,149.44
2007,Finland,Euro per inhabitant,Specialised outpatient curative care,369.42
2007,Finland,Euro per inhabitant,All other outpatient curative care n.e.c.,38.88
2007,Finland,Euro per inhabitant,Home-based curative and rehabilitative care,17.92
2007,Finland,Euro per inhabitant,Home-based curative care,17.92
2007,Finland,Euro per inhabitant,Rehabilitative care,74.56
2007,Finland,Euro per inhabitant,Inpatient rehabilitative care,42.19
2007,Finland,Euro per inhabitant,Day rehabilitative care,:
2007,Finland,Euro per inhabitant,Outpatient rehabilitative care,32.37
2007,Finland,Euro per inhabitant,Home-based rehabilitative care,:
2007,Finland,Euro per inhabitant,Long-term care (health),483.38
2007,Finland,Euro per inhabitant,Inpatient long-term care (health),294.23
2007,Finland,Euro per inhabitant,Day long-term care (health),:
