TIME,GEO,UNIT,ICHA11_HP,Value
2008,Romania,Euro per inhabitant,Other residential long-term care facilities,:
2008,Romania,Euro per inhabitant,Providers of ambulatory health care,:
2008,Romania,Euro per inhabitant,Medical practices,:
2008,Romania,Euro per inhabitant,Dental practice,:
2008,Romania,Euro per inhabitant,Other health care practitioners,:
2008,Romania,Euro per inhabitant,Ambulatory health care centres,:
2008,Romania,Euro per inhabitant,Providers of home health care services,:
2008,Romania,Euro per inhabitant,Providers of ancillary services,:
2008,Romania,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Romania,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Romania,Euro per inhabitant,Other providers of ancillary services,:
2008,Romania,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Romania,Euro per inhabitant,Pharmacies,:
2008,Romania,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Romania,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Romania,Euro per inhabitant,Providers of preventive care,:
2008,Romania,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Romania,Euro per inhabitant,Government health administration agencies,:
2008,Romania,Euro per inhabitant,Social health insurance agencies,:
2008,Romania,Euro per inhabitant,Private health insurance administration agencies,:
2008,Romania,Euro per inhabitant,Other administration agencies,:
2008,Romania,Euro per inhabitant,Rest of economy,:
2008,Romania,Euro per inhabitant,Households as providers of home health care,:
2008,Romania,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Romania,Euro per inhabitant,Other industries n.e.c.,:
2008,Romania,Euro per inhabitant,Rest of the world,:
2008,Romania,Euro per inhabitant,Providers unknown,:
2008,Slovenia,Euro per inhabitant,All providers of health care,:
2008,Slovenia,Euro per inhabitant,Hospitals,:
2008,Slovenia,Euro per inhabitant,General hospitals,:
2008,Slovenia,Euro per inhabitant,Mental health hospitals,:
2008,Slovenia,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Slovenia,Euro per inhabitant,Residential long-term care facilities,:
2008,Slovenia,Euro per inhabitant,Long-term nursing care facilities,:
2008,Slovenia,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Slovenia,Euro per inhabitant,Other residential long-term care facilities,:
2008,Slovenia,Euro per inhabitant,Providers of ambulatory health care,:
2008,Slovenia,Euro per inhabitant,Medical practices,:
2008,Slovenia,Euro per inhabitant,Dental practice,:
2008,Slovenia,Euro per inhabitant,Other health care practitioners,:
2008,Slovenia,Euro per inhabitant,Ambulatory health care centres,:
2008,Slovenia,Euro per inhabitant,Providers of home health care services,:
2008,Slovenia,Euro per inhabitant,Providers of ancillary services,:
2008,Slovenia,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Slovenia,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Slovenia,Euro per inhabitant,Other providers of ancillary services,:
2008,Slovenia,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Slovenia,Euro per inhabitant,Pharmacies,:
2008,Slovenia,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Slovenia,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Slovenia,Euro per inhabitant,Providers of preventive care,:
2008,Slovenia,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Slovenia,Euro per inhabitant,Government health administration agencies,:
2008,Slovenia,Euro per inhabitant,Social health insurance agencies,:
2008,Slovenia,Euro per inhabitant,Private health insurance administration agencies,:
2008,Slovenia,Euro per inhabitant,Other administration agencies,:
2008,Slovenia,Euro per inhabitant,Rest of economy,:
2008,Slovenia,Euro per inhabitant,Households as providers of home health care,:
2008,Slovenia,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Slovenia,Euro per inhabitant,Other industries n.e.c.,:
2008,Slovenia,Euro per inhabitant,Rest of the world,:
2008,Slovenia,Euro per inhabitant,Providers unknown,:
2008,Slovakia,Euro per inhabitant,All providers of health care,:
2008,Slovakia,Euro per inhabitant,Hospitals,:
2008,Slovakia,Euro per inhabitant,General hospitals,:
2008,Slovakia,Euro per inhabitant,Mental health hospitals,:
2008,Slovakia,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Slovakia,Euro per inhabitant,Residential long-term care facilities,:
2008,Slovakia,Euro per inhabitant,Long-term nursing care facilities,:
2008,Slovakia,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Slovakia,Euro per inhabitant,Other residential long-term care facilities,:
2008,Slovakia,Euro per inhabitant,Providers of ambulatory health care,:
2008,Slovakia,Euro per inhabitant,Medical practices,:
2008,Slovakia,Euro per inhabitant,Dental practice,:
2008,Slovakia,Euro per inhabitant,Other health care practitioners,:
2008,Slovakia,Euro per inhabitant,Ambulatory health care centres,:
2008,Slovakia,Euro per inhabitant,Providers of home health care services,:
2008,Slovakia,Euro per inhabitant,Providers of ancillary services,:
2008,Slovakia,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Slovakia,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Slovakia,Euro per inhabitant,Other providers of ancillary services,:
2008,Slovakia,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Slovakia,Euro per inhabitant,Pharmacies,:
2008,Slovakia,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Slovakia,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Slovakia,Euro per inhabitant,Providers of preventive care,:
2008,Slovakia,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Slovakia,Euro per inhabitant,Government health administration agencies,:
2008,Slovakia,Euro per inhabitant,Social health insurance agencies,:
2008,Slovakia,Euro per inhabitant,Private health insurance administration agencies,:
2008,Slovakia,Euro per inhabitant,Other administration agencies,:
2008,Slovakia,Euro per inhabitant,Rest of economy,:
2008,Slovakia,Euro per inhabitant,Households as providers of home health care,:
2008,Slovakia,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Slovakia,Euro per inhabitant,Other industries n.e.c.,:
2008,Slovakia,Euro per inhabitant,Rest of the world,:
2008,Slovakia,Euro per inhabitant,Providers unknown,:
2008,Finland,Euro per inhabitant,All providers of health care,2947.22
2008,Finland,Euro per inhabitant,Hospitals,1004.21
2008,Finland,Euro per inhabitant,General hospitals,1002.79
2008,Finland,Euro per inhabitant,Mental health hospitals,1.42
2008,Finland,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Finland,Euro per inhabitant,Residential long-term care facilities,405.68
2008,Finland,Euro per inhabitant,Long-term nursing care facilities,186.43
2008,Finland,Euro per inhabitant,Mental health and substance abuse facilities,48.09
2008,Finland,Euro per inhabitant,Other residential long-term care facilities,171.16
2008,Finland,Euro per inhabitant,Providers of ambulatory health care,830.33
2008,Finland,Euro per inhabitant,Medical practices,146.72
2008,Finland,Euro per inhabitant,Dental practice,77.69
2008,Finland,Euro per inhabitant,Other health care practitioners,32.57
2008,Finland,Euro per inhabitant,Ambulatory health care centres,573.35
2008,Finland,Euro per inhabitant,Providers of home health care services,:
2008,Finland,Euro per inhabitant,Providers of ancillary services,43.19
2008,Finland,Euro per inhabitant,Providers of patient transportation and emergency rescue,16.32
2008,Finland,Euro per inhabitant,Medical and diagnostic laboratories,26.88
2008,Finland,Euro per inhabitant,Other providers of ancillary services,:
2008,Finland,Euro per inhabitant,Retailers and other providers of medical goods,514.55
2008,Finland,Euro per inhabitant,Pharmacies,429.86
2008,Finland,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,84.69
2008,Finland,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Finland,Euro per inhabitant,Providers of preventive care,35.04
2008,Finland,Euro per inhabitant,Providers of health care system administration and financing,37.14
2008,Finland,Euro per inhabitant,Government health administration agencies,6.26
2008,Finland,Euro per inhabitant,Social health insurance agencies,25.82
2008,Finland,Euro per inhabitant,Private health insurance administration agencies,5.05
2008,Finland,Euro per inhabitant,Other administration agencies,:
2008,Finland,Euro per inhabitant,Rest of economy,75.36
2008,Finland,Euro per inhabitant,Households as providers of home health care,:
2008,Finland,Euro per inhabitant,All other industries as secondary providers of health care,75.36
2008,Finland,Euro per inhabitant,Other industries n.e.c.,:
2008,Finland,Euro per inhabitant,Rest of the world,:
2008,Finland,Euro per inhabitant,Providers unknown,1.72
2008,Sweden,Euro per inhabitant,All providers of health care,:
2008,Sweden,Euro per inhabitant,Hospitals,:
2008,Sweden,Euro per inhabitant,General hospitals,:
2008,Sweden,Euro per inhabitant,Mental health hospitals,:
2008,Sweden,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Sweden,Euro per inhabitant,Residential long-term care facilities,:
2008,Sweden,Euro per inhabitant,Long-term nursing care facilities,:
2008,Sweden,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Sweden,Euro per inhabitant,Other residential long-term care facilities,:
2008,Sweden,Euro per inhabitant,Providers of ambulatory health care,:
2008,Sweden,Euro per inhabitant,Medical practices,:
2008,Sweden,Euro per inhabitant,Dental practice,:
2008,Sweden,Euro per inhabitant,Other health care practitioners,:
2008,Sweden,Euro per inhabitant,Ambulatory health care centres,:
2008,Sweden,Euro per inhabitant,Providers of home health care services,:
2008,Sweden,Euro per inhabitant,Providers of ancillary services,:
2008,Sweden,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Sweden,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Sweden,Euro per inhabitant,Other providers of ancillary services,:
2008,Sweden,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Sweden,Euro per inhabitant,Pharmacies,:
2008,Sweden,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Sweden,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Sweden,Euro per inhabitant,Providers of preventive care,:
2008,Sweden,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Sweden,Euro per inhabitant,Government health administration agencies,:
2008,Sweden,Euro per inhabitant,Social health insurance agencies,:
2008,Sweden,Euro per inhabitant,Private health insurance administration agencies,:
2008,Sweden,Euro per inhabitant,Other administration agencies,:
2008,Sweden,Euro per inhabitant,Rest of economy,:
2008,Sweden,Euro per inhabitant,Households as providers of home health care,:
2008,Sweden,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Sweden,Euro per inhabitant,Other industries n.e.c.,:
2008,Sweden,Euro per inhabitant,Rest of the world,:
2008,Sweden,Euro per inhabitant,Providers unknown,:
2008,United Kingdom,Euro per inhabitant,All providers of health care,:
2008,United Kingdom,Euro per inhabitant,Hospitals,:
2008,United Kingdom,Euro per inhabitant,General hospitals,:
2008,United Kingdom,Euro per inhabitant,Mental health hospitals,:
2008,United Kingdom,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,United Kingdom,Euro per inhabitant,Residential long-term care facilities,:
2008,United Kingdom,Euro per inhabitant,Long-term nursing care facilities,:
2008,United Kingdom,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,United Kingdom,Euro per inhabitant,Other residential long-term care facilities,:
2008,United Kingdom,Euro per inhabitant,Providers of ambulatory health care,:
2008,United Kingdom,Euro per inhabitant,Medical practices,:
2008,United Kingdom,Euro per inhabitant,Dental practice,:
2008,United Kingdom,Euro per inhabitant,Other health care practitioners,:
2008,United Kingdom,Euro per inhabitant,Ambulatory health care centres,:
2008,United Kingdom,Euro per inhabitant,Providers of home health care services,:
2008,United Kingdom,Euro per inhabitant,Providers of ancillary services,:
2008,United Kingdom,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,United Kingdom,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,United Kingdom,Euro per inhabitant,Other providers of ancillary services,:
2008,United Kingdom,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,United Kingdom,Euro per inhabitant,Pharmacies,:
2008,United Kingdom,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,United Kingdom,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,United Kingdom,Euro per inhabitant,Providers of preventive care,:
2008,United Kingdom,Euro per inhabitant,Providers of health care system administration and financing,:
2008,United Kingdom,Euro per inhabitant,Government health administration agencies,:
2008,United Kingdom,Euro per inhabitant,Social health insurance agencies,:
2008,United Kingdom,Euro per inhabitant,Private health insurance administration agencies,:
2008,United Kingdom,Euro per inhabitant,Other administration agencies,:
2008,United Kingdom,Euro per inhabitant,Rest of economy,:
2008,United Kingdom,Euro per inhabitant,Households as providers of home health care,:
2008,United Kingdom,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,United Kingdom,Euro per inhabitant,Other industries n.e.c.,:
2008,United Kingdom,Euro per inhabitant,Rest of the world,:
2008,United Kingdom,Euro per inhabitant,Providers unknown,:
2008,Iceland,Euro per inhabitant,All providers of health care,:
2008,Iceland,Euro per inhabitant,Hospitals,:
2008,Iceland,Euro per inhabitant,General hospitals,:
2008,Iceland,Euro per inhabitant,Mental health hospitals,:
2008,Iceland,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Iceland,Euro per inhabitant,Residential long-term care facilities,:
2008,Iceland,Euro per inhabitant,Long-term nursing care facilities,:
2008,Iceland,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Iceland,Euro per inhabitant,Other residential long-term care facilities,:
2008,Iceland,Euro per inhabitant,Providers of ambulatory health care,:
2008,Iceland,Euro per inhabitant,Medical practices,:
2008,Iceland,Euro per inhabitant,Dental practice,:
2008,Iceland,Euro per inhabitant,Other health care practitioners,:
2008,Iceland,Euro per inhabitant,Ambulatory health care centres,:
2008,Iceland,Euro per inhabitant,Providers of home health care services,:
2008,Iceland,Euro per inhabitant,Providers of ancillary services,:
2008,Iceland,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Iceland,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Iceland,Euro per inhabitant,Other providers of ancillary services,:
2008,Iceland,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Iceland,Euro per inhabitant,Pharmacies,:
2008,Iceland,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Iceland,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Iceland,Euro per inhabitant,Providers of preventive care,:
2008,Iceland,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Iceland,Euro per inhabitant,Government health administration agencies,:
2008,Iceland,Euro per inhabitant,Social health insurance agencies,:
2008,Iceland,Euro per inhabitant,Private health insurance administration agencies,:
2008,Iceland,Euro per inhabitant,Other administration agencies,:
2008,Iceland,Euro per inhabitant,Rest of economy,:
2008,Iceland,Euro per inhabitant,Households as providers of home health care,:
2008,Iceland,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Iceland,Euro per inhabitant,Other industries n.e.c.,:
2008,Iceland,Euro per inhabitant,Rest of the world,:
2008,Iceland,Euro per inhabitant,Providers unknown,:
2008,Liechtenstein,Euro per inhabitant,All providers of health care,:
2008,Liechtenstein,Euro per inhabitant,Hospitals,:
2008,Liechtenstein,Euro per inhabitant,General hospitals,:
2008,Liechtenstein,Euro per inhabitant,Mental health hospitals,:
2008,Liechtenstein,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Liechtenstein,Euro per inhabitant,Residential long-term care facilities,:
2008,Liechtenstein,Euro per inhabitant,Long-term nursing care facilities,:
2008,Liechtenstein,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Liechtenstein,Euro per inhabitant,Other residential long-term care facilities,:
2008,Liechtenstein,Euro per inhabitant,Providers of ambulatory health care,:
2008,Liechtenstein,Euro per inhabitant,Medical practices,:
2008,Liechtenstein,Euro per inhabitant,Dental practice,:
2008,Liechtenstein,Euro per inhabitant,Other health care practitioners,:
2008,Liechtenstein,Euro per inhabitant,Ambulatory health care centres,:
2008,Liechtenstein,Euro per inhabitant,Providers of home health care services,:
2008,Liechtenstein,Euro per inhabitant,Providers of ancillary services,:
2008,Liechtenstein,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Liechtenstein,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Liechtenstein,Euro per inhabitant,Other providers of ancillary services,:
2008,Liechtenstein,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Liechtenstein,Euro per inhabitant,Pharmacies,:
2008,Liechtenstein,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Liechtenstein,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Liechtenstein,Euro per inhabitant,Providers of preventive care,:
2008,Liechtenstein,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Liechtenstein,Euro per inhabitant,Government health administration agencies,:
2008,Liechtenstein,Euro per inhabitant,Social health insurance agencies,:
2008,Liechtenstein,Euro per inhabitant,Private health insurance administration agencies,:
2008,Liechtenstein,Euro per inhabitant,Other administration agencies,:
2008,Liechtenstein,Euro per inhabitant,Rest of economy,:
2008,Liechtenstein,Euro per inhabitant,Households as providers of home health care,:
2008,Liechtenstein,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Liechtenstein,Euro per inhabitant,Other industries n.e.c.,:
2008,Liechtenstein,Euro per inhabitant,Rest of the world,:
2008,Liechtenstein,Euro per inhabitant,Providers unknown,:
2008,Norway,Euro per inhabitant,All providers of health care,:
2008,Norway,Euro per inhabitant,Hospitals,:
2008,Norway,Euro per inhabitant,General hospitals,:
2008,Norway,Euro per inhabitant,Mental health hospitals,:
2008,Norway,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Norway,Euro per inhabitant,Residential long-term care facilities,:
2008,Norway,Euro per inhabitant,Long-term nursing care facilities,:
2008,Norway,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Norway,Euro per inhabitant,Other residential long-term care facilities,:
2008,Norway,Euro per inhabitant,Providers of ambulatory health care,:
2008,Norway,Euro per inhabitant,Medical practices,:
2008,Norway,Euro per inhabitant,Dental practice,:
2008,Norway,Euro per inhabitant,Other health care practitioners,:
2008,Norway,Euro per inhabitant,Ambulatory health care centres,:
2008,Norway,Euro per inhabitant,Providers of home health care services,:
2008,Norway,Euro per inhabitant,Providers of ancillary services,:
2008,Norway,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Norway,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Norway,Euro per inhabitant,Other providers of ancillary services,:
2008,Norway,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Norway,Euro per inhabitant,Pharmacies,:
2008,Norway,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Norway,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Norway,Euro per inhabitant,Providers of preventive care,:
2008,Norway,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Norway,Euro per inhabitant,Government health administration agencies,:
2008,Norway,Euro per inhabitant,Social health insurance agencies,:
2008,Norway,Euro per inhabitant,Private health insurance administration agencies,:
2008,Norway,Euro per inhabitant,Other administration agencies,:
2008,Norway,Euro per inhabitant,Rest of economy,:
2008,Norway,Euro per inhabitant,Households as providers of home health care,:
2008,Norway,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Norway,Euro per inhabitant,Other industries n.e.c.,:
2008,Norway,Euro per inhabitant,Rest of the world,:
2008,Norway,Euro per inhabitant,Providers unknown,:
2008,Switzerland,Euro per inhabitant,All providers of health care,:
2008,Switzerland,Euro per inhabitant,Hospitals,:
2008,Switzerland,Euro per inhabitant,General hospitals,:
2008,Switzerland,Euro per inhabitant,Mental health hospitals,:
2008,Switzerland,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Switzerland,Euro per inhabitant,Residential long-term care facilities,:
2008,Switzerland,Euro per inhabitant,Long-term nursing care facilities,:
2008,Switzerland,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Switzerland,Euro per inhabitant,Other residential long-term care facilities,:
2008,Switzerland,Euro per inhabitant,Providers of ambulatory health care,:
2008,Switzerland,Euro per inhabitant,Medical practices,:
2008,Switzerland,Euro per inhabitant,Dental practice,:
2008,Switzerland,Euro per inhabitant,Other health care practitioners,:
2008,Switzerland,Euro per inhabitant,Ambulatory health care centres,:
2008,Switzerland,Euro per inhabitant,Providers of home health care services,:
2008,Switzerland,Euro per inhabitant,Providers of ancillary services,:
2008,Switzerland,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Switzerland,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Switzerland,Euro per inhabitant,Other providers of ancillary services,:
2008,Switzerland,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Switzerland,Euro per inhabitant,Pharmacies,:
2008,Switzerland,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Switzerland,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Switzerland,Euro per inhabitant,Providers of preventive care,:
2008,Switzerland,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Switzerland,Euro per inhabitant,Government health administration agencies,:
2008,Switzerland,Euro per inhabitant,Social health insurance agencies,:
2008,Switzerland,Euro per inhabitant,Private health insurance administration agencies,:
2008,Switzerland,Euro per inhabitant,Other administration agencies,:
2008,Switzerland,Euro per inhabitant,Rest of economy,:
2008,Switzerland,Euro per inhabitant,Households as providers of home health care,:
2008,Switzerland,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Switzerland,Euro per inhabitant,Other industries n.e.c.,:
2008,Switzerland,Euro per inhabitant,Rest of the world,:
2008,Switzerland,Euro per inhabitant,Providers unknown,:
2008,Bosnia and Herzegovina,Euro per inhabitant,All providers of health care,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Hospitals,:
2008,Bosnia and Herzegovina,Euro per inhabitant,General hospitals,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Mental health hospitals,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2008,Bosnia and Herzegovina,Euro per inhabitant,Residential long-term care facilities,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Long-term nursing care facilities,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Mental health and substance abuse facilities,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Other residential long-term care facilities,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers of ambulatory health care,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Medical practices,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Dental practice,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Other health care practitioners,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Ambulatory health care centres,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers of home health care services,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers of ancillary services,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Medical and diagnostic laboratories,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Other providers of ancillary services,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Retailers and other providers of medical goods,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Pharmacies,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2008,Bosnia and Herzegovina,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers of preventive care,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers of health care system administration and financing,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Government health administration agencies,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Social health insurance agencies,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Private health insurance administration agencies,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Other administration agencies,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Rest of economy,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Households as providers of home health care,:
2008,Bosnia and Herzegovina,Euro per inhabitant,All other industries as secondary providers of health care,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Other industries n.e.c.,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Rest of the world,:
2008,Bosnia and Herzegovina,Euro per inhabitant,Providers unknown,:
2009,Belgium,Euro per inhabitant,All providers of health care,3253.39
2009,Belgium,Euro per inhabitant,Hospitals,1051.08
2009,Belgium,Euro per inhabitant,General hospitals,937.47
2009,Belgium,Euro per inhabitant,Mental health hospitals,108.57
2009,Belgium,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),5.04
2009,Belgium,Euro per inhabitant,Residential long-term care facilities,474.31
2009,Belgium,Euro per inhabitant,Long-term nursing care facilities,333.36
2009,Belgium,Euro per inhabitant,Mental health and substance abuse facilities,12.04
2009,Belgium,Euro per inhabitant,Other residential long-term care facilities,128.91
2009,Belgium,Euro per inhabitant,Providers of ambulatory health care,960.46
2009,Belgium,Euro per inhabitant,Medical practices,468.02
2009,Belgium,Euro per inhabitant,Dental practice,114.72
2009,Belgium,Euro per inhabitant,Other health care practitioners,89.01
2009,Belgium,Euro per inhabitant,Ambulatory health care centres,38.15
2009,Belgium,Euro per inhabitant,Providers of home health care services,250.57
2009,Belgium,Euro per inhabitant,Providers of ancillary services,90.86
2009,Belgium,Euro per inhabitant,Providers of patient transportation and emergency rescue,10.4
2009,Belgium,Euro per inhabitant,Medical and diagnostic laboratories,8.31
2009,Belgium,Euro per inhabitant,Other providers of ancillary services,72.15
2009,Belgium,Euro per inhabitant,Retailers and other providers of medical goods,482.3
2009,Belgium,Euro per inhabitant,Pharmacies,442.46
2009,Belgium,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,4.25
2009,Belgium,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,35.59
2009,Belgium,Euro per inhabitant,Providers of preventive care,40.34
2009,Belgium,Euro per inhabitant,Providers of health care system administration and financing,140.24
2009,Belgium,Euro per inhabitant,Government health administration agencies,7.02
2009,Belgium,Euro per inhabitant,Social health insurance agencies,87.3
2009,Belgium,Euro per inhabitant,Private health insurance administration agencies,26.42
2009,Belgium,Euro per inhabitant,Other administration agencies,19.5
2009,Belgium,Euro per inhabitant,Rest of economy,13.79
2009,Belgium,Euro per inhabitant,Households as providers of home health care,12.13
2009,Belgium,Euro per inhabitant,All other industries as secondary providers of health care,1.66
2009,Belgium,Euro per inhabitant,Other industries n.e.c.,:
2009,Belgium,Euro per inhabitant,Rest of the world,:
2009,Belgium,Euro per inhabitant,Providers unknown,:
2009,Bulgaria,Euro per inhabitant,All providers of health care,:
2009,Bulgaria,Euro per inhabitant,Hospitals,:
2009,Bulgaria,Euro per inhabitant,General hospitals,:
2009,Bulgaria,Euro per inhabitant,Mental health hospitals,:
2009,Bulgaria,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2009,Bulgaria,Euro per inhabitant,Residential long-term care facilities,:
2009,Bulgaria,Euro per inhabitant,Long-term nursing care facilities,:
2009,Bulgaria,Euro per inhabitant,Mental health and substance abuse facilities,:
2009,Bulgaria,Euro per inhabitant,Other residential long-term care facilities,:
2009,Bulgaria,Euro per inhabitant,Providers of ambulatory health care,:
2009,Bulgaria,Euro per inhabitant,Medical practices,:
2009,Bulgaria,Euro per inhabitant,Dental practice,:
2009,Bulgaria,Euro per inhabitant,Other health care practitioners,:
2009,Bulgaria,Euro per inhabitant,Ambulatory health care centres,:
